,0,1,2,3,4,5,6,7,8,9,10,11,join_selectivity
20,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,0.9998015485180892
21,24426,2.91e-06,0.00147,0.00198,1.733,1.656,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,0.9997820572829063
22,12867,1.71e-06,0.00115,0.00149,1.654,1.483,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,0.9996819981790507
23,18426,1.66e-06,0.00159,0.00104,1.783,1.482,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,0.9997104183202705
24,28371,3.15e-06,0.0016,0.00198,1.741,1.564,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,0.9996704190898156
25,13541,1.98e-06,0.00133,0.00149,1.723,1.714,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,0.9998490287608777
26,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,0.9996646160296414
27,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,0.9997463604692362
28,24426,2.91e-06,0.00147,0.00198,1.733,1.656,10319,1.41e-06,0.0011,0.00128,1.641,1.56,0.9998722564647738
29,12867,1.71e-06,0.00115,0.00149,1.654,1.483,10319,1.41e-06,0.0011,0.00128,1.641,1.56,0.9998216074097259
30,18426,1.66e-06,0.00159,0.00104,1.783,1.482,10319,1.41e-06,0.0011,0.00128,1.641,1.56,0.9998371076940612
31,28371,3.15e-06,0.0016,0.00198,1.741,1.564,10319,1.41e-06,0.0011,0.00128,1.641,1.56,0.9998069683951634
32,13541,1.98e-06,0.00133,0.00149,1.723,1.714,10319,1.41e-06,0.0011,0.00128,1.641,1.56,0.999912459480036
33,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,10319,1.41e-06,0.0011,0.00128,1.641,1.56,0.9998067509062826
34,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,10319,1.41e-06,0.0011,0.00128,1.641,1.56,0.9998572207306122
35,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,10319,1.41e-06,0.0011,0.00128,1.641,1.56,0.9997489182749694
36,24426,2.91e-06,0.00147,0.00198,1.733,1.656,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9998442941954405
37,12867,1.71e-06,0.00115,0.00149,1.654,1.483,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9997803836737404
38,18426,1.66e-06,0.00159,0.00104,1.783,1.482,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9997984920714419
39,28371,3.15e-06,0.0016,0.00198,1.741,1.564,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9997642400783707
40,13541,1.98e-06,0.00133,0.00149,1.723,1.714,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9998952274845961
41,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9997616169183534
42,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9998252061426764
43,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9996905820986415
44,10319,1.41e-06,0.0011,0.00128,1.641,1.56,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,0.9998282253346721
45,24426,2.91e-06,0.00147,0.00198,1.733,1.656,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9998623949628663
46,12867,1.71e-06,0.00115,0.00149,1.654,1.483,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9998084747732249
47,18426,1.66e-06,0.00159,0.00104,1.783,1.482,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9998226933277181
48,28371,3.15e-06,0.0016,0.00198,1.741,1.564,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9998004446746099
49,13541,1.98e-06,0.00133,0.00149,1.723,1.714,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9999022653538654
50,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9997964626381322
51,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9998464601802989
52,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9997492662018627
53,10319,1.41e-06,0.0011,0.00128,1.641,1.56,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9998488526810989
54,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,27283,3.54e-06,0.00177,0.002,1.788,1.646,0.9998153869888529
55,24426,2.91e-06,0.00147,0.00198,1.733,1.656,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9998599547949427
56,12867,1.71e-06,0.00115,0.00149,1.654,1.483,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9998062058442418
57,18426,1.66e-06,0.00159,0.00104,1.783,1.482,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.999825597612671
58,28371,3.15e-06,0.0016,0.00198,1.741,1.564,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9997931386251648
59,13541,1.98e-06,0.00133,0.00149,1.723,1.714,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9999013990282595
60,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9997936861531407
61,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9998437466799696
62,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9997321091527986
63,10319,1.41e-06,0.0011,0.00128,1.641,1.56,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9998467468619509
64,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9998129280604543
65,27283,3.54e-06,0.00177,0.002,1.788,1.646,25424,2.23e-06,0.00159,0.00141,1.669,1.599,0.9998386518694908
66,24426,2.91e-06,0.00147,0.00198,1.733,1.656,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9998048185553708
67,12867,1.71e-06,0.00115,0.00149,1.654,1.483,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9997167202838364
68,18426,1.66e-06,0.00159,0.00104,1.783,1.482,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.999744653042641
69,28371,3.15e-06,0.0016,0.00198,1.741,1.564,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9997078287759823
70,13541,1.98e-06,0.00133,0.00149,1.723,1.714,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.99986315921964
71,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9997023362075509
72,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9997744420820137
73,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9996076594996256
74,10319,1.41e-06,0.0011,0.00128,1.641,1.56,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9997768401172613
75,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9997287376322986
76,27283,3.54e-06,0.00177,0.002,1.788,1.646,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.999773713170429
77,25424,2.23e-06,0.00159,0.00141,1.669,1.599,17798,3.09e-06,0.00157,0.00197,1.652,1.5,0.9997593306564381
78,24426,2.91e-06,0.00147,0.00198,1.733,1.656,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9998438673440874
79,12867,1.71e-06,0.00115,0.00149,1.654,1.483,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9997807767934949
80,18426,1.66e-06,0.00159,0.00104,1.783,1.482,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9997999239138823
81,28371,3.15e-06,0.0016,0.00198,1.741,1.564,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9997686500836442
82,13541,1.98e-06,0.00133,0.00149,1.723,1.714,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9998910332200602
83,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9997678921359847
84,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9998250762574643
85,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9996972532486842
86,10319,1.41e-06,0.0011,0.00128,1.641,1.56,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9998260342443613
87,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9997872786472809
88,27283,3.54e-06,0.00177,0.002,1.788,1.646,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9998206189955714
89,25424,2.23e-06,0.00159,0.00141,1.669,1.599,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9998117403008613
90,17798,3.09e-06,0.00157,0.00197,1.652,1.5,18443,2.48e-06,0.00159,0.00156,1.636,1.574,0.9997273011264873
91,24426,2.91e-06,0.00147,0.00198,1.733,1.656,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998830363753345
92,12867,1.71e-06,0.00115,0.00149,1.654,1.483,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998432329683514
93,18426,1.66e-06,0.00159,0.00104,1.783,1.482,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998568556006082
94,28371,3.15e-06,0.0016,0.00198,1.741,1.564,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998310152235106
95,13541,1.98e-06,0.00133,0.00149,1.723,1.714,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9999181721817346
96,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.999832478164747
97,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998746705549129
98,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9997843549522784
99,10319,1.41e-06,0.0011,0.00128,1.641,1.56,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998764476707875
100,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998475860490896
101,27283,3.54e-06,0.00177,0.002,1.788,1.646,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998636317622913
102,25424,2.23e-06,0.00159,0.00141,1.669,1.599,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998658171093283
103,17798,3.09e-06,0.00157,0.00197,1.652,1.5,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998090740489199
104,18443,2.48e-06,0.00159,0.00156,1.636,1.574,18106,2.4e-06,0.00196,0.00122,1.756,1.62,0.9998484258439185
105,24426,2.91e-06,0.00147,0.00198,1.733,1.656,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9998294261477507
106,12867,1.71e-06,0.00115,0.00149,1.654,1.483,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9997560078382658
107,18426,1.66e-06,0.00159,0.00104,1.783,1.482,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9997737015977576
108,28371,3.15e-06,0.0016,0.00198,1.741,1.564,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9997406770403983
109,13541,1.98e-06,0.00133,0.00149,1.723,1.714,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9998860560383005
110,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9997356989806471
111,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9998066452706253
112,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9996655642307158
113,10319,1.41e-06,0.0011,0.00128,1.641,1.56,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9998109076183312
114,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9997646350759412
115,27283,3.54e-06,0.00177,0.002,1.788,1.646,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9998001338091357
116,25424,2.23e-06,0.00159,0.00141,1.669,1.599,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9997955105127407
117,17798,3.09e-06,0.00157,0.00197,1.652,1.5,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.999702971549033
118,18443,2.48e-06,0.00159,0.00156,1.636,1.574,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9997686859547517
119,18106,2.4e-06,0.00196,0.00122,1.756,1.62,13783,1.73e-06,0.00132,0.00132,1.658,1.48,0.9998334355138822
120,24426,2.91e-06,0.00147,0.00198,1.733,1.656,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9998267704338267
121,12867,1.71e-06,0.00115,0.00149,1.654,1.483,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9997547566475834
122,18426,1.66e-06,0.00159,0.00104,1.783,1.482,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9997762111512901
123,28371,3.15e-06,0.0016,0.00198,1.741,1.564,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9997427410536851
124,13541,1.98e-06,0.00133,0.00149,1.723,1.714,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9998784715592733
125,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9997388568791084
126,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9998043241323805
127,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9996696014088897
128,10319,1.41e-06,0.0011,0.00128,1.641,1.56,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9998057075776716
129,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.999762504406348
130,27283,3.54e-06,0.00177,0.002,1.788,1.646,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9998007861623334
131,25424,2.23e-06,0.00159,0.00141,1.669,1.599,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9997927083393261
132,17798,3.09e-06,0.00157,0.00197,1.652,1.5,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9997042452158552
133,18443,2.48e-06,0.00159,0.00156,1.636,1.574,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9997673910234095
134,18106,2.4e-06,0.00196,0.00122,1.756,1.62,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9998314576983739
135,13783,1.73e-06,0.00132,0.00132,1.658,1.48,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,0.9997414860614674
136,24426,2.91e-06,0.00147,0.00198,1.733,1.656,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998946784747572
137,12867,1.71e-06,0.00115,0.00149,1.654,1.483,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998607878501159
138,18426,1.66e-06,0.00159,0.00104,1.783,1.482,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998813509064542
139,28371,3.15e-06,0.0016,0.00198,1.741,1.564,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998489888032571
140,13541,1.98e-06,0.00133,0.00149,1.723,1.714,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9999219169967009
141,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998551537213268
142,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998887372455697
143,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998000891932096
144,10319,1.41e-06,0.0011,0.00128,1.641,1.56,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998883103560378
145,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998647710225113
146,27283,3.54e-06,0.00177,0.002,1.788,1.646,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998809048397972
147,25424,2.23e-06,0.00159,0.00141,1.669,1.599,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.999873818812018
148,17798,3.09e-06,0.00157,0.00197,1.652,1.5,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998184721810264
149,18443,2.48e-06,0.00159,0.00156,1.636,1.574,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998574232960384
150,18106,2.4e-06,0.00196,0.00122,1.756,1.62,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998997244746056
151,13783,1.73e-06,0.00132,0.00132,1.658,1.48,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998556846232889
152,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,0.9998479840593292
153,24426,2.91e-06,0.00147,0.00198,1.733,1.656,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998489489917545
154,12867,1.71e-06,0.00115,0.00149,1.654,1.483,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9997893531059783
155,18426,1.66e-06,0.00159,0.00104,1.783,1.482,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998066925538851
156,28371,3.15e-06,0.0016,0.00198,1.741,1.564,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9997726911116417
157,13541,1.98e-06,0.00133,0.00149,1.723,1.714,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998974787786277
158,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.999771639125137
159,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998318727405556
160,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9997049387410495
161,10319,1.41e-06,0.0011,0.00128,1.641,1.56,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998357771408991
162,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9997999218693322
163,27283,3.54e-06,0.00177,0.002,1.788,1.646,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998231981784598
164,25424,2.23e-06,0.00159,0.00141,1.669,1.599,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998186653820955
165,17798,3.09e-06,0.00157,0.00197,1.652,1.5,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9997415614330242
166,18443,2.48e-06,0.00159,0.00156,1.636,1.574,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9997954010206261
167,18106,2.4e-06,0.00196,0.00122,1.756,1.62,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998519683873579
168,13783,1.73e-06,0.00132,0.00132,1.658,1.48,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9997754127196313
169,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9997714531773738
170,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,23197,2.03e-06,0.00107,0.0019,1.719,1.539,0.9998669995794364
171,24426,2.91e-06,0.00147,0.00198,1.733,1.656,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9999013768989652
172,12867,1.71e-06,0.00115,0.00149,1.654,1.483,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.999870470808023
173,18426,1.66e-06,0.00159,0.00104,1.783,1.482,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998814039137927
174,28371,3.15e-06,0.0016,0.00198,1.741,1.564,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998601589908711
175,13541,1.98e-06,0.00133,0.00149,1.723,1.714,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9999284523738374
176,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998609184115057
177,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998950838760914
178,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998242288118225
179,10319,1.41e-06,0.0011,0.00128,1.641,1.56,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998960466396151
180,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998747690238691
181,27283,3.54e-06,0.00177,0.002,1.788,1.646,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998867048295963
182,25424,2.23e-06,0.00159,0.00141,1.669,1.599,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998859235593465
183,17798,3.09e-06,0.00157,0.00197,1.652,1.5,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998417742448074
184,18443,2.48e-06,0.00159,0.00156,1.636,1.574,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998735850737134
185,18106,2.4e-06,0.00196,0.00122,1.756,1.62,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9999042801619322
186,13783,1.73e-06,0.00132,0.00132,1.658,1.48,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998648688167925
187,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.999858905841393
188,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9999105411985009
189,23197,2.03e-06,0.00107,0.0019,1.719,1.539,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,0.9998790278459141
190,24426,2.91e-06,0.00147,0.00198,1.733,1.656,29223,2.35e-06,0.00127,0.00186,1.621,1.537,0.9998318705068552
191,12867,1.71e-06,0.00115,0.00149,1.654,1.483,29223,2.35e-06,0.00127,0.00186,1.621,1.537,0.9997605344554369
192,18426,1.66e-06,0.00159,0.00104,1.783,1.482,29223,2.35e-06,0.00127,0.00186,1.621,1.537,0.9997839312999554
193,28371,3.15e-06,0.0016,0.00198,1.741,1.564,29223,2.35e-06,0.00127,0.00186,1.621,1.537,0.9997465557642156
194,13541,1.98e-06,0.00133,0.00149,1.723,1.714,29223,2.35e-06,0.00127,0.00186,1.621,1.537,0.9998826080733344
195,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,29223,2.35e-06,0.00127,0.00186,1.621,1.537,0.9997448218949128
196,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,29223,2.35e-06,0.00127,0.00186,1.621,1.537,0.9998104147958241
