dataset1,dataset2,bnlj_result_size,bnlj_mbr_tests,bnlj_duration,pbsm_result_size,pbsm_mbr_tests,pbsm_duration,dj_result_size,dj_mbr_tests,dj_duration,repj_result_size,repj_mbr_tests,repj_mbr_tests_join,repj_mbr_tests_index,repj_duration,1st,2nd,3rd,4th
TIGER2018_EDGES_data_big_03.csv,OSM2015_buildings_data_big_02.csv,0,154135984,-1,24009,9338611,9.210158299,24009,328346370,5.133861966,0,446899508,54526442,392373066,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_04.csv,OSM2015_buildings_data_big_02.csv,0,281248866,-1,19107,4335523,8.084078578,19107,116223546,4.596357593,0,600060602,176710715,423349887,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_08.csv,OSM2015_buildings_data_big_02.csv,0,198712799,-1,117761,31599018,12.275008183,117761,836594362,11.963036991,0,908653416,0,908653416,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_09.csv,OSM2015_buildings_data_big_02.csv,0,257063952,-1,18502,10890612,11.004374361,18502,561877763,7.777109992,0,867120477,10095096,857025381,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_10.csv,OSM2015_buildings_data_big_02.csv,0,192906417,-1,4547,829062,7.788210803,4547,125596601,4.934236722,0,536931564,0,536931564,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_14.csv,OSM2015_buildings_data_big_02.csv,0,118614324,-1,282488,97305984,11.127941596,282488,868893181,12.83117155,0,749872081,68382019,681490062,-1,pbsm,dj,bnlj,repj
TIGER2018_EDGES_data_big_15.csv,OSM2015_buildings_data_big_02.csv,0,163415280,-1,51715,20854803,12.727441929,51715,686109636,15.044073671,0,1584724646,531512732,1053211914,-1,pbsm,dj,bnlj,repj
TIGER2018_EDGES_data_big_16.csv,OSM2015_buildings_data_big_02.csv,0,119748549,-1,615,158218,8.404754358,615,129435392,5.546535284,0,691815669,0,691815669,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_19.csv,OSM2015_buildings_data_big_02.csv,0,687568614,-1,59277,25530055,8.569858333,59277,501105108,5.43707891,0,536186411,370976699,165209712,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_20.csv,OSM2015_buildings_data_big_02.csv,0,974290396,-1,99516,38923864,10.688804268,99516,1595737515,9.179673405,0,677708943,140777379,536931564,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_21.csv,OSM2015_buildings_data_big_02.csv,0,424264562,-1,335669,93355548,17.696439523,335669,2881067562,22.091010576,0,2644208700,1208949327,1435259373,-1,pbsm,dj,bnlj,repj
TIGER2018_EDGES_data_big_22.csv,OSM2015_buildings_data_big_02.csv,0,1058650666,-1,9683,749131,8.645527408,9683,187662142,5.572891719,0,733118097,0,733118097,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_27.csv,OSM2015_buildings_data_big_02.csv,0,3566892826,-1,401729,214826774,11.927827144,401729,3274030763,11.257593456,0,2417254606,1921625470,495629136,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_28.csv,OSM2015_buildings_data_big_02.csv,0,3558972861,-1,237003,42669703,10.554580687,237003,1237186460,7.579021058,0,1081988979,80405100,1001583879,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_02.csv,TIGER2018_FACES_data_big_02.csv,2765,52129031,16.116008483,2765,193942,12.614929414,2765,45928820,4.975648927,0,121245857,0,121245857,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_03.csv,OSM2015_buildings_data_big_02.csv,0,269423465,-1,44132,16083895,12.178614953,44132,387981811,5.043263185,0,489443816,66093929,423349887,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_04.csv,OSM2015_buildings_data_big_02.csv,0,220375807,-1,104175,27173755,8.834194128,104175,416940761,4.341419795,0,557582778,0,557582778,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_09.csv,OSM2015_buildings_data_big_02.csv,0,128150512,-1,187446,38806464,10.490650146,187446,678704962,5.332565343,0,815722953,0,815722953,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_10.csv,OSM2015_buildings_data_big_02.csv,0,292034077,-1,74317,25116253,13.938591615,74317,1136876566,14.609707131,0,1456824594,114495684,1342328910,-1,pbsm,dj,bnlj,repj
TIGER2018_FACES_data_big_11.csv,OSM2015_buildings_data_big_02.csv,0,342684352,-1,38318,11802208,11.769272036,38318,607897427,8.219709988,0,1022235093,0,1022235093,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_16.csv,OSM2015_buildings_data_big_02.csv,0,411441099,-1,707404,143381318,9.329470577,707404,961090120,5.982531232,0,446696216,13020722,433675494,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_17.csv,OSM2015_buildings_data_big_02.csv,0,518937522,-1,58346,15691261,13.421640949,58346,850244226,16.496397337,0,2134767014,916345388,1218421626,-1,pbsm,dj,bnlj,repj
TIGER2018_FACES_data_big_18.csv,OSM2015_buildings_data_big_02.csv,0,1991244958,-1,83717,20485970,14.444812562,83717,764879890,14.524961487,0,1599635913,319260645,1280375268,-1,pbsm,dj,bnlj,repj
TIGER2018_FACES_data_big_23.csv,OSM2015_buildings_data_big_02.csv,0,606129376,-1,164068,59840944,8.915056647,164068,1315565250,6.399863847,0,1138328841,601397277,536931564,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_24.csv,OSM2015_buildings_data_big_02.csv,0,865362270,-1,688861,165476876,15.236390936,688861,4561771474,23.621003699,0,1609238319,339188658,1270049661,-1,pbsm,dj,bnlj,repj
TIGER2018_FACES_data_big_25.csv,OSM2015_buildings_data_big_02.csv,0,792681838,-1,187864,27401600,18.890987876,187864,1651779460,17.837453852,0,3834621520,2048291509,1786330011,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_02.csv,TIGER2018_FACES_data_big_31.csv,0,3412452735,-1,137184,42992818,8.735063124,137184,1168744955,4.879762352,0,269593574,118944724,150648850,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_32.csv,OSM2015_buildings_data_big_02.csv,0,2819812550,-1,1240858,473104503,14.604476246,1240858,5785098296,13.868997885,0,4006506102,2953294188,1053211914,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,OSM2015_parks_data_big_02.csv,0,1135648145,-1,5443438,1004662637,23.515901739,5443438,8889473453,20.997162274,0,5801334798,3351155993,2450178805,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,OSM2015_parks_data_big_03.csv,0,1874280391,-1,407997,46416919,12.544908174,407997,1046354717,5.197180983,0,3063834482,567227742,2496606740,-1,dj,pbsm,bnlj,repj
OSM2015_roads_data_big_02.csv,OSM2015_buildings_data_big_03.csv,0,323536537,-1,11488123,3423788363,31.202598678,11488123,20770243175,38.923791722,0,21230532372,8627506358,12603026014,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_03.csv,OSM2015_roads_data_big_03.csv,0,1932353726,-1,565696,170790926,12.716559349,565696,1273711354,5.143086972,0,1703214711,458562516,1244652195,-1,dj,pbsm,bnlj,repj
TIGER2017_LINEARWATER_data_big_18.csv,OSM2015_buildings_data_big_03.csv,0,181745291,-1,18686,29418019,21.788921381,18686,2055315807,21.625710137,0,7321096198,826285246,6494810952,-1,dj,pbsm,bnlj,repj
TIGER2017_LINEARWATER_data_big_23.csv,OSM2015_buildings_data_big_03.csv,0,229275174,-1,143005,275530692,23.445597295,143005,4225653550,22.86217392,0,5609506531,2130143521,3479363010,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_EDGES_data_big_04.csv,0,1020717509,-1,101147,42033095,14.623970935,101147,833848452,5.331802505,0,1569912005,0,1569912005,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_EDGES_data_big_05.csv,0,637522249,-1,4568,2240424,16.434547653,4568,193171454,4.926837729,0,1418602159,5113019,1413489140,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_EDGES_data_big_10.csv,0,215840825,-1,33772,13821436,18.351641533,33772,708661653,10.484586097,0,2275316944,267123774,2008193170,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_EDGES_data_big_11.csv,0,1291292574,-1,51458,32496015,15.843832736,51458,1069074177,9.136901177,0,1263460230,171045245,1092414985,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_16.csv,OSM2015_buildings_data_big_03.csv,0,178419845,-1,417598,547291859,15.820522367,417598,4827541766,16.445377432,0,3087958373,497765910,2590192463,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_EDGES_data_big_17.csv,0,2115314122,-1,74992,37343403,16.221484988,74992,692404517,6.086938988,0,1385053174,18401924,1366651250,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_22.csv,OSM2015_buildings_data_big_03.csv,0,418563504,-1,305088,88398682,13.831294504,305088,2067497191,12.086634066,0,2744830819,0,2744830819,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_28.csv,OSM2015_buildings_data_big_03.csv,0,50380920,-1,6802701,812639814,16.613460229,6802701,10221881190,27.633873317,0,7335927824,3585947691,3749980133,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_EDGES_data_big_34.csv,0,0,-1,3651752,652609645,11.446726139,3651752,9053630883,15.788960371,0,3794756579,3215530199,579226380,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_EDGES_data_big_35.csv,0,0,-1,9548,1108948,12.159967851,9548,99676939,4.821720408,0,473100937,10638802,462462135,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_04.csv,0,1334833956,-1,189577,30820146,11.656816617,189577,782673883,5.351708184,0,2077076575,0,2077076575,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_05.csv,0,1149848987,-1,66758,21245022,15.100473724,66758,719852269,4.8135975,0,1852056719,120173219,1731883500,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_06.csv,0,697736014,-1,7197,1715715,15.440353553,7197,168153557,4.729513187,0,1802568829,166985569,1635583260,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_11.csv,OSM2015_buildings_data_big_03.csv,0,154543180,-1,32965,6060417,12.246598337,32965,447223898,5.624718158,0,4954055382,1126756071,3827299311,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_12.csv,0,259398141,-1,39953,12070953,16.773468888,39953,946404627,10.358133037,0,2224872645,77240375,2147632270,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_13.csv,0,1543583094,-1,111509,64266436,15.434527815,111509,1457051479,7.182264242,0,1710589831,251912736,1458677095,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_18.csv,OSM2015_buildings_data_big_03.csv,0,233610810,-1,10902,1863123,14.781512965,10902,443438204,5.223378625,0,6015263575,1221474539,4793789036,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_19.csv,OSM2015_buildings_data_big_03.csv,0,188693649,-1,868693,951786280,16.735498638,868693,7952202701,21.83509811,0,4144524905,742481073,3402043832,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_20.csv,0,2357032855,-1,133311,51913938,14.605752593,133311,805195941,5.812891676,0,1683060009,8335694,1674724315,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_25.csv,OSM2015_buildings_data_big_03.csv,0,245137506,-1,415572,43528964,16.994027196,415572,1579216242,7.562449282,0,6688108897,0,6688108897,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_26.csv,0,12064,-1,214739,54863388,15.130807397,214739,1968870206,14.089394918,0,2708080188,176156118,2531924070,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_32.csv,OSM2015_buildings_data_big_03.csv,0,802742796,-1,618164,53242522,12.447836868,618164,2262472338,9.39341742,0,4878118608,934840530,3943278078,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_33.csv,OSM2015_buildings_data_big_03.csv,0,2483663877,-1,13336132,1288840582,18.576261861,13336132,13432911876,26.921977768,0,4368533557,0,4368533557,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_40.csv,0,0,-1,8264870,1402852174,13.68453425,8264870,14321070223,18.011158432,0,12089903961,10854916011,1234987950,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_03.csv,TIGER2018_FACES_data_big_41.csv,0,0,-1,9752,636827,11.759935969,9752,68492881,4.055519927,0,389109977,16907557,372202420,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_12.csv,OSM2015_roads_data_big_10.csv,2953134,1768337373,22.708617407,2953134,733793831,16.637203672,2953134,1544854369,6.141926135,2927986,1597236348,1421388912,175847436,23.423338592,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_12.csv,OSM2015_roads_data_big_11.csv,408021,827471880,11.32416896,408021,68784979,8.30856489,408021,339393089,4.515839264,0,566478410,447787895,118690515,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_15_09.csv,OSM2015_lakes_data_big_10.csv,0,1516092993,-1,646530371,1626870702,21.058411078,646530371,10883065201,44.301942628,0,13031407580,4009489396,9021918184,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_15_09.csv,OSM2015_parks_data_big_07.csv,0,188646529,-1,3867393,11127941,11.241946815,3867393,621567245,4.917366297,0,1962317656,0,1962317656,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_15_09.csv,OSM2015_parks_data_big_12.csv,0,2434527229,-1,100441376,1074504877,23.512793591,100441376,28030054182,37.479502502,0,19443099200,11100734592,8342364608,-1,pbsm,dj,bnlj,repj
OSM2015_roads_data_big_12.csv,OSM2015_buildings_data_big_15_09.csv,0,988738622,-1,17160123,1815435506,27.103978984,17160123,23414830660,40.663539123,0,22114590735,9574204310,12540386425,-1,pbsm,dj,bnlj,repj
OSM2015_roads_data_big_13.csv,OSM2015_buildings_data_big_15_09.csv,0,0,-1,2616316,100482142,26.58366767,2616316,4096228481,6.092192791,0,29109406269,3885314717,25224091552,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_15_10.csv,OSM2015_lakes_data_big_10.csv,0,1662276674,-1,1774755223,4093626547,27.508689226,1774755308,23424964026,71.898548307,0,19692048362,8157697266,11534351096,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_15_10.csv,OSM2015_parks_data_big_07.csv,0,1026933976,-1,1078069,2747206,10.526596373,1078069,533704788,4.773852569,0,2586829556,78043692,2508785864,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_15_10.csv,OSM2015_parks_data_big_08.csv,0,831445922,-1,667895,3991542,15.243660575,667895,368023929,4.035602781,0,3380833715,233010347,3147823368,-1,dj,pbsm,bnlj,repj
OSM2015_buildings_data_big_15_10.csv,OSM2015_parks_data_big_12.csv,0,2216269499,-1,43253926,377051397,19.183499973,43253925,11961529503,16.83042838,0,21794415280,11128860528,10665554752,-1,dj,pbsm,bnlj,repj
OSM2015_parks_data_big_13.csv,OSM2015_buildings_data_big_15_10.csv,0,17604909754,-1,43326353,730885115,44.082842196,43326353,33603361672,39.196706424,0,44642523378,8686743210,35955780168,-1,dj,pbsm,bnlj,repj
OSM2015_roads_data_big_13.csv,OSM2015_buildings_data_big_15_10.csv,0,0,-1,29812613,2527145212,52.078989498,29812613,49471290506,65.258005709,0,67197543430,34910720422,32286823008,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_15_11.csv,OSM2015_lakes_data_big_10.csv,0,3755895569,-1,961665270,2491322906,43.200021186,961665308,27074953968,85.874291793,0,31452276098,17005786854,14446489244,-1,pbsm,dj,bnlj,repj
OSM2015_buildings_data_big_15_11.csv,OSM2015_parks_data_big_08.csv,0,94778388,-1,592770,1764165,14.066629423,592770,164572140,3.934102961,0,3969589511,27018659,3942570852,-1,dj,pbsm,bnlj,repj
OSM2015_parks_data_big_13.csv,OSM2015_buildings_data_big_15_11.csv,0,12084726929,-1,117254879,2577125623,58.130323314,117254879,74928516805,75.956040435,0,100827632840,55822233576,45005399264,-1,pbsm,dj,bnlj,repj
OSM2015_roads_data_big_13.csv,OSM2015_buildings_data_big_15_11.csv,0,0,-1,45956889,3729410859,51.5510429,45956889,74013475097,80.417956536,0,86797411470,46384399886,40413011584,-1,pbsm,dj,bnlj,repj
OSM2015_lakes_data_big_10.csv,OSM2015_buildings_data_big_15_13.csv,0,1791660212,-1,57820464,175964666,14.46505479,57820464,1856831763,8.896168413,0,1680688677,434319861,1246368816,-1,dj,pbsm,bnlj,repj
OSM2015_parks_data_big_12.csv,OSM2015_buildings_data_big_15_13.csv,0,31117965,-1,9244135,262564683,12.625866346,9244135,4348854768,9.979236677,0,6702692549,5545350077,1157342472,-1,dj,pbsm,bnlj,repj
OSM2015_roads_data_big_12.csv,OSM2015_buildings_data_big_15_13.csv,0,867668797,-1,3165857,242352572,14.980228416,3165857,2988441144,10.492560691,0,3872289486,2141221686,1731067800,-1,dj,pbsm,bnlj,repj
OSM2015_roads_data_big_13.csv,OSM2015_buildings_data_big_15_13.csv,0,0,-1,906433,34184194,17.343410931,906433,1062626997,4.479150699,0,4596626084,1114706852,3481919232,-1,dj,pbsm,bnlj,repj
OSM2015_lakes_data_big_10.csv,OSM2015_buildings_data_big_15_14.csv,0,1936381990,-1,1374234566,2932418800,20.691589741,1374234662,8152529614,24.137625265,0,4361508101,409077353,3952430748,-1,pbsm,dj,bnlj,repj
OSM2015_parks_data_big_12.csv,OSM2015_buildings_data_big_15_14.csv,0,252921467,-1,14454143,193342545,10.939620491,14454143,3940299843,8.976602447,0,5196107063,1525992797,3670114266,-1,dj,pbsm,bnlj,repj
OSM2015_parks_data_big_13.csv,OSM2015_buildings_data_big_15_14.csv,0,0,-1,56697375,492726363,30.528282341,56697375,15973530014,21.312022735,0,12296451216,0,12296451216,-1,dj,pbsm,bnlj,repj
OSM2015_roads_data_big_13.csv,OSM2015_buildings_data_big_15_14.csv,0,0,-1,12115382,944921543,28.388269039,12115378,18355519084,30.376292052,0,31748663434,20706952138,11041711296,-1,pbsm,dj,bnlj,repj
OSM2015_lakes_data_big_10.csv,OSM2015_buildings_data_big_15_15.csv,0,55404129,-1,152658067,456611665,22.040742319,152658066,7773577359,29.826532614,0,5911076571,794624055,5116452516,-1,pbsm,dj,bnlj,repj
OSM2015_parks_data_big_13.csv,OSM2015_buildings_data_big_15_15.csv,0,0,-1,84678807,965553274,34.69694887,84678798,29437936687,40.825018196,0,49855858865,33938006593,15917852272,-1,pbsm,dj,bnlj,repj
OSM2015_roads_data_big_13.csv,OSM2015_buildings_data_big_15_15.csv,0,0,-1,14609172,1043488163,31.549440556,14609172,23160859730,33.900997916,0,36024575850,21730994218,14293581632,-1,pbsm,dj,bnlj,repj
OSM2015_parks_data_big_02.csv,OSM2015_lakes_data_big_05.csv,0,6375047192,-1,13677752,278999741,13.724793909,13677747,4706775464,10.32200412,0,1828301184,0,1828301184,-1,dj,pbsm,bnlj,repj
OSM2015_lakes_data_big_05.csv,OSM2015_roads_data_big_00.csv,182550,1864460249,59.767060996,182550,395684,38.44239994,182550,77236235,3.672268643,182550,1709573528,1364031569,345541959,65.549673778,dj,pbsm,bnlj,repj
OSM2015_lakes_data_big_05.csv,OSM2015_roads_data_big_01.csv,0,1490957054,-1,14567793,431789228,13.718203585,14567793,2569695732,7.494518304,0,4077376358,3239282759,838093599,-1,dj,pbsm,bnlj,repj
OSM2015_roads_data_big_02.csv,OSM2015_lakes_data_big_05.csv,0,2223579715,-1,99957653,753215920,26.79446447,99957655,13339504298,30.982746069,0,20996788790,11683879634,9312909156,-1,pbsm,dj,bnlj,repj
TIGER2017_LINEARWATER_data_big_17.csv,OSM2015_lakes_data_big_05.csv,0,936483872,-1,139881351,558019780,24.117001525,139881351,7735772363,34.336306666,0,9178388538,4693337196,4485051342,-1,pbsm,dj,bnlj,repj
TIGER2017_LINEARWATER_data_big_22.csv,OSM2015_lakes_data_big_05.csv,0,1014630397,-1,19373813,241464697,12.91480231,19373812,5631676476,17.830565181,0,3416233515,1845037185,1571196330,-1,pbsm,dj,bnlj,repj
OSM2015_lakes_data_big_05.csv,TIGER2018_EDGES_data_big_02.csv,0,414810746,-1,34607414,78324310,14.389594083,34607414,288852345,5.57700511,0,768003986,87860585,680143401,-1,dj,pbsm,bnlj,repj
OSM2015_lakes_data_big_05.csv,TIGER2018_EDGES_data_big_03.csv,0,476258286,-1,24355391,49983019,14.925585694,24355391,164880288,4.603149522,0,1088973896,11121764,1077852132,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_08.csv,OSM2015_lakes_data_big_05.csv,0,1394382202,-1,173037492,560318911,18.005337487,173037491,9740612995,33.352590199,0,2513914128,0,2513914128,-1,pbsm,dj,bnlj,repj
TIGER2018_EDGES_data_big_09.csv,OSM2015_lakes_data_big_05.csv,0,880679926,-1,37466199,98047677,12.264442734,37466199,2434464552,7.019980774,0,2687829383,316751285,2371078098,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_14.csv,OSM2015_lakes_data_big_05.csv,0,1272170752,-1,69028730,561308566,12.958366329,69028724,8088730625,23.795214233,0,4303769069,2418333473,1885435596,-1,pbsm,dj,bnlj,repj
TIGER2018_EDGES_data_big_15.csv,OSM2015_lakes_data_big_05.csv,0,967153535,-1,757759,14971678,14.77890014,757759,753863320,6.133314779,0,6409749170,3495894158,2913855012,-1,dj,pbsm,bnlj,repj
OSM2015_lakes_data_big_05.csv,TIGER2018_EDGES_data_big_19.csv,0,0,-1,31966106,168784057,13.666912075,31966103,3600867394,7.393113657,0,1944220817,1483903379,460317438,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_20.csv,OSM2015_lakes_data_big_05.csv,0,1014335751,-1,47314945,388697946,11.157207292,47314944,7276274657,18.478815648,0,1485494712,0,1485494712,-1,pbsm,dj,bnlj,repj
TIGER2018_EDGES_data_big_21.csv,OSM2015_lakes_data_big_05.csv,0,2225024232,-1,53072239,198647608,20.169044097,53072239,4145911682,17.108573612,0,13059358180,9088516546,3970841634,-1,dj,pbsm,bnlj,repj
TIGER2018_EDGES_data_big_27.csv,OSM2015_lakes_data_big_05.csv,0,1676421254,-1,5407467,69079761,12.119466206,5407467,1095217884,6.229060595,0,2723333658,1352107770,1371225888,-1,dj,pbsm,bnlj,repj
OSM2015_lakes_data_big_05.csv,TIGER2018_FACES_data_big_02.csv,0,244649480,-1,26073635,56579098,11.341316807,26073635,209933086,4.781384337,0,409683568,77575351,332108217,-1,dj,pbsm,bnlj,repj
OSM2015_lakes_data_big_05.csv,TIGER2018_FACES_data_big_03.csv,0,475025536,-1,34702430,79090950,14.006047913,34702430,310110516,5.465657637,0,1227684481,66389731,1161294750,-1,dj,pbsm,bnlj,repj
TIGER2018_FACES_data_big_09.csv,OSM2015_lakes_data_big_05.csv,0,977275808,-1,181815625,640708024,14.741473648,181815627,9700590188,25.471013087,0,2398927468,142118194,2256809274,-1,pbsm,dj,bnlj,repj
TIGER2018_FACES_data_big_10.csv,OSM2015_lakes_data_big_05.csv,0,750365079,-1,150010574,427135927,15.287713967,150010572,9280762996,25.322531744,0,8813777927,5100041147,3713736780,-1,pbsm,dj,bnlj,repj
OSM2015_lakes_data_big_05.csv,TIGER2018_FACES_data_big_16.csv,0,3542862600,-1,99767677,793012836,12.536253145,99767664,9255908704,19.901744133,0,5892309057,4681438410,1210870647,-1,pbsm,dj,bnlj,repj
TIGER2018_FACES_data_big_17.csv,OSM2015_lakes_data_big_05.csv,0,1123057071,-1,30837754,150078235,14.925650602,30837753,4388570620,17.844897812,0,4671852802,1300922494,3370930308,-1,pbsm,dj,bnlj,repj
OSM2015_lakes_data_big_05.csv,TIGER2018_FACES_data_big_23.csv,0,205347379,-1,102412902,485343045,14.470862523,102412910,8300607563,17.505006475,0,2355085763,872313038,1482772725,-1,pbsm,dj,bnlj,repj
TIGER2018_FACES_data_big_24.csv,OSM2015_lakes_data_big_05.csv,0,2990198600,-1,113165843,641116243,20.247700351,113165843,12893373848,27.254240889,0,10403027672,6889261334,3513766338,-1,pbsm,dj,bnlj,repj
OSM2015_lakes_data_big_05.csv,TIGER2018_FACES_data_big_31.csv,0,0,-1,10054709,110953651,9.408148923,10054709,1638675329,5.911023616,0,1600947726,1188300876,412646850,-1,dj,pbsm,bnlj,repj
OSM2015_lakes_data_big_06.csv,OSM2015_buildings_data_big_03.csv,0,851020073,-1,119114509,1305447935,36.411126614,119114509,9843685861,36.793177371,0,16443124584,4729269117,11713855467,-1,pbsm,dj,bnlj,repj
